Sentiments,Reviews
positive,"i very happy with this , it's really amazing 😍😍, it's storage is very good but it took extra 5 days to arrive ,the parcel was delivered too late"
positive,Amazing quality. Same as shown
neutral,very low quality product very low quality plastic very low quality cover totally fake product
positive,same as shown good quality reasonable price thanks
positive,thanks for great wardrobe...my child very happy 😊 tankyou delivery on time great job
neutral,"quality is lillbit low, but overall product is good. Receive little damage parcel."
positive,very good and useful product highly recommend for those who have short space ...
positive,I really like it.... very good product. Same as shown in picture. 💯 satisfied
positive,nice ♥️👍🏻
positive,Both products were excellent. Recommended
positive,i really love this product very nice packaging awesome material 🥳🥳🥳🥳
negative,Assalamualaikum! The cloth of our wardrobe is too short.And the color that we ordered was blue.we recieved wardrobe with green color.
positive,It was a nice experience. Wardrobe helped to organzie my niece's stuff very easily. The good thing is that u can decrease shelves according to the need.
positive,I was really confused before oder but when i recived my oder im really happy with this product...thanku
negative,Its damaged from 3 sites…!!!!! Disapponted low quality plastic.
positive,Highly recommended👍💯. perfect💯✨. my wife 👰 like ❤it. Thank🙏💕 to seller and🌹 Daraz
neutral,good quality but a little bit of mistake..thats why i m not shy...after all better one...
neutral,"this wardrobe has 4 shelves not 5, and size is very small.. but i like this product"
positive,I received my order plastic and fabric is normal in this price its a good item
positive,"Same as described, Well packed. Recommended"
positive,Got my parcel on time stuff quality is nice.was a good experience though...👍
positive,"great quality, well packed an fast delivery"
negative,"product was received as saw in pictures but there is no any manual for fitting it☹️☹️ 1 square cloth is also short and not fitted packing was also not good 😤 finishing was very very bad of pipes, clothes,zips from every side. clothes sewed quality was also bad😔😔 not recommended"
positive,very Amazing product. Recommended
positive,Its a complete wardrobe. And have much space.
neutral,product is good but didn't get the color I ordered
positive,best experience so good 👍
negative,"very low quality product, it doesn't even stand straight and falls as pipes bend as joints are very flexible. the base is not sealed so insects can get in the wardrobe"
negative,not satisfied
positive,Very good product
positive,beautiful product
positive,Nice 👌🏻
neutral,"The book had 68 pages only but cost was too high in camparison to that. The quality was average too. I only want to bring to your attention this fact that in order to flourish the culture of bookreading, people who sell books have to provide good quality books on reasonable rates. If you do this it will be a great service. Thanks!"
positive,"Bought three books, they're good printing quality is also good can't complain."
neutral,Amazing Quality But it can be a little bit cheaper as it has just 58 pages
neutral,books are good but i was expecting bookmark 😑
negative,u send me a damage peace its so pain full for me.i m not satisfied ur service and ur quality
negative,its fake not as in pic I received almari with doors broken tell me for return please۔
negative,horrible experience.just they are making fool.dont ever buy this.it was broken.no return policy.very disappointed..daraz plz stop making fools to people
negative,Size of almari is too small. I would not recommend it to anyone
negative,very poor... unsatisfied from quality... its a toy...
negative,worst product ever ..we thought it was for kids stuff but wth its literally a showpiece
negative,This is not kid wardrobe it is just toy dnt recommended I m not satisfied
negative,Disappointed. its height is less than one foot.
negative,worst experience ever...
negative,not original as we see
